"id","title","referenced_id","referenced_class"
3730,meat - pies,"1602",Heading
3731,meat - preparations,"1602",Heading
3732,"meat - salted, in brine, dried or smoked","0210",Heading
3733,mechanical lighter flints,"3606",Heading
3734,mechanical lighters,"9613",Heading
3735,mechanical lighter fuel in containers not exceeding 300 cm cubed,"3606",Heading
3736,mechanical seals,"8484",Heading
3737,mechanical stokers,"8416",Heading
3738,mechano therapy appliances,"9019",Heading
3739,medals (collectors),"9705",Heading
3740,medical furniture (excluding beds without mechanical fittings,"9402",Heading
3741,"medical instruments and appliances for treatment, diagnosis etc","9018",Heading
3742,medicaments (including veterinary medicaments),"3003",Heading
3743,medicated soap,"3401",Heading
3744,medium board (wood),"4411",Heading
3745,medium density fibreboard (mdf),"4411",Heading
3746,"meerschaum, crude","2530",Heading
3749,melons,"08",Chapter
3750,memory modules,"8548",Heading
3751,"menageries, travelling","9508",Heading
3752,men's or boys - bib and brace overall knitted or crocheted,"6103",Heading
3753,men's or boys - bib and brace overall other than knitted or crocheted,"6203",Heading
3754,men's or boys - breeched knitted or crocheted,"6103",Heading
3755,men's or boys - breeches other than knitted or crocheted,"6203",Heading
3756,men's or boys - coats knitted or crocheted,"6101",Heading
3757,men's or boys - coats other than knitted or crocheted,"6201",Heading
3758,men's or boys - jackets and blazers knitted or crocheted,"6103",Heading
3759,men's or boys - jackets and blazers other than knitted or crocheted,"6107",Heading
3760,men's or boys - nightwear and similar articles knitted or crocheted,"6107",Heading
3761,men's or boys - nightwear and similar articles other than knitted or crocheted,"6207",Heading
3762,men's or boys - shirts knitted or crocheted,"6105",Heading
3763,men's or boys - shirts other than knitted or crocheted,"6205",Heading
3764,men's or boys - shorts (other than swimwear) knitted or crocheted,"6103",Heading
3765,men's or boys - shorts (other than swimwear) other than knitted or crocheted,"6203",Heading
3766,men's or boys - suits and ensembles knitted or crocheted,"6103",Heading
3767,men's or boys - suits and ensembles other than knitted or crocheted,"6203",Heading
3768,men's or boys - trouser knitted or crocheted,"6103",Heading
3769,men's or boys - trousers other than knitted or crocheted,"6203",Heading
3770,men's or boys - underwear and similar articles knitted or crocheted,"6107",Heading
3771,men's or boys - underwear and similar articles other than knitted or crocheted,"6207",Heading
3772,menthol,"2906",Heading
3773,mercury,"2805",Heading
3774,mercury arc rectifiers,"8504",Heading
3775,mercury arc rectifying apparatus,"8504",Heading
3776,mercury vapour and sodium vapour lamps,"8539",Heading
3777,meringues,"1905",Heading
3778,"mesh,wovenwire, aluminium","7616",Heading
3779,"mesh, woven wire, copper","7414",Heading
3780,"men's or boys - mesh woven wire, steel","7304",Heading
3781,meslin,"1001",Heading
3782,"mesta, (meshta) not spun","5303",Heading
3783,"metal, expanded - aluminium","7616",Heading
3784,"metal, expanded - copper","7414",Heading
3785,"metal, expanded - iron or steel","7314",Heading
3786,metal/mine detectors,"8543",Heading
3787,metal polishes,"3405",Heading
3788,metal tank mercury arc rectifiers,"8504",Heading
3789,"metal thread - woven fabric of and woven fabrics of metallised yarn of 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included","5809",Heading
3790,metalworking machinery - foundry machinery,"8454",Heading
3791,metalworking machinery - machine tools,"8456",Heading
3792,metalworking machinery - rolling mills and rolls therefore,"8455",Heading
3793,metallic ash and residues (non-ferrous),"2620",Heading
3794,metallic salts and peroxysalts of inorganic acids,"2826",Heading
3795,metaliferous ores and concentrates,"2601",Heading
3796,metallised leather,"4114",Heading
3797,metallised textile yarn,"5605",Heading
3798,"metallised textile yarn, woven fabrics of","5809",Heading
3799,metaphosphoric acid,"2809",Heading
3800,metorological instruments,"9015",Heading
3801,meters - electrical quantities,"9030",Heading
3802,meters - electricity supply or production,"9028",Heading
3803,meters - frequency deviation and phase deviation,"9030",Heading
3804,meters - gas supply or production,"9028",Heading
3805,meters - liquid supply or production,"9028",Heading
3806,methanol formaldehyde,"2912",Heading
3807,methane,"2711",Heading
3808,methane black,"2803",Heading
3809,methanol (methyl alcohol),"2905",Heading
3810,methylated spirits,"2207",Heading
3811,metronomes,"9209",Heading
3812,mexican fibres,"1403",Heading
3813,nucam crude and waste,"2525",Heading
3814,"mica, worked and articles thereof","6814",Heading
3815,micro organism cultures,"3002",Heading
3816,micro crystalline wax,"2712",Heading
3817,microfilm - exposed and developed,"3705",Heading
3818,microfilm - sensitised and unexposed in rolls,"3702",Heading
3819,microfilm reader,"9008",Heading
3820,microphones,"8518",Heading
3821,"microscopes - compound, optical","9011",Heading
3822,microscopes - electron and proton,"9012",Heading
3823,"microspheres, glass","7018",Heading
3824,microtome's,"9027",Heading
3825,micro wave test machines,"9030",Heading
3826,microwave tubes,"8540",Heading
3827,"microwave ovens, domestic","8516",Heading
3828,middle soles,"6406",Heading
3829,milanaise cord,"5808",Heading
3830,"milometer's, non electric","9029",Heading
3831,"milk churns, aluminium","7612",Heading
3832,"milk churns, iron or steel","7310",Heading
3833,milk fresh - natural,"0401",Heading
3834,milk fresh - flavoured,"2202",Heading
3835,"milk, other than fresh","0401",Heading
3836,milking machines,"8434",Heading
3837,milkweed,"1402",Heading
3838,mill nep,"5601",Heading
3839,"millboard, asbestos","6812",Heading
3840,millets,"1008",Heading
3841,milling cutters,"8207",Heading
3842,milling machinery for bread grain,"8437",Heading
3843,"milling machines for wheat, maize etc","8436",Heading
3844,"milling machines, metal working","8459",Heading
3845,millstones,"6804",Heading
3846,milo,"1007",Heading
3847,"mincers, food, domestic, non electric","8210",Heading
3848,"mine roof supports, hydraulic","8479",Heading
3849,mineral products crude,"25",Chapter
3850,mineral waxes,"2712",Heading
3851,mineral wood,"3806",Heading
3852,"minerals, activated","3802",Heading
3853,mining machinery,"8425",Heading
3854,"mink furskin, tanned or dressed","4302",Heading
3855,mink skins raw,"4301",Heading
3856,mirabelles,"08",Chapter
3857,"mirrors, base metal, not optically worked","8306",Heading
3858,"mirrors, optical elements (unmounted)","9001",Heading
3859,mirrors optical elements (mounted),"9002",Heading
3860,missiles (guided weapons),"9306",Heading
3861,mittens - knitted or crocheted,"6116",Heading
3862,mittens - other than knitted or crocheted,"6216",Heading
3863,"mixing machines, mineral","8474",Heading
3864,"mixing units, record production","8543",Heading
3865,"mixtures and articles - of heat insulating, sound insulating or sound absorbing mineral materials, other than those of 68.11 or 68.12 or chapter 69","6806",Heading
3866,mobile phones - base station,"8517",Heading
3867,mobile phones - cases,"4202",Heading
3868,mobile phones - cellular systems,"8517",Heading
3869,mobile phones - direct satellite system,"8517",Heading
3870,mobile phones - in car charger,"8504",Heading
3871,mobile phones - hand free adapter kit,"8518",Heading
3872,mobile phones - removable fascias,"8517",Heading
3873,mobility scooter,"8703",Heading
3874,moccasins,"64",Chapter
3875,modelling pastes,"3407",Heading
3876,models,"9023",Heading
3877,modems,"8517",Heading
3878,modulators,"8517",Heading
3879,mohair,"5102",Heading
3880,moirè,"5007",Heading
3881,moistening machines,"8472",Heading
3882,molasses,"1703",Heading
3883,molasses - smoking,"2403",Heading
3884,molluscs,"0307",Heading
3885,molybdates,"2841",Heading
3886,molybdenum,"8102",Heading
3887,molybdenum ores and concentrates,"2613",Heading
3888,money boxes (metal reinforced),"8303",Heading
3889,money changing machines,"8476",Heading
3890,"monitor, for use with computers only","8528",Heading
3891,"monitors, other than for use solely","8528",Heading
3892,"monitors, with a digital visual interface (dvi) connector","8528",Heading
3893,monks' habits,"6114",Heading
3894,monks' habits,"6211",Heading
3895,mooring ropes,"5609",Heading
3896,mopeds,"8711",Heading
3897,mops,"9603",Heading
3898,moquettes (woven pile fabrics),"5801",Heading
3899,"mordants, prepared","3809",Heading
3900,morse re-perforators,"8517",Heading
3901,morse transmitter and receivers,"8517",Heading
3902,mortars (weapons),"9301",Heading
3903,"mosaic - cubes and the like, of natural stone (including slate), whether or not on a backing","6802",Heading
3904,"mos (metal oxide semi-conductors), integrated circuits","8542",Heading
3905,mosquito netting,"5608",Heading
3906,mosses for ornamental purposes,"0604",Heading
3907,"motherboards, with processor and memory, computer","8471",Heading
3908,"motherboards, without processor and memory, computer","8473",Heading
3909,"mother of pearl, unworked","0508",Heading
3910,"mother of pearl, worked","9601",Heading
3911,motor cycles,"8711",Heading
3912,motor cycle and side car parts and accessories,"8714",Heading
3913,"motor generator sets, electric","8502",Heading
3914,motor graders (scrapers),"8429",Heading
3915,motor lorries,"8704",Heading
3916,motor scooters,"8711",Heading
3917,"motor scooters, parts and accessories","8714",Heading
3918,"motor spirit, including aviation spirit","2710",Heading
3919,motor vehicles - for transporting goods,"8704",Heading
3920,motor vehicles - for transporting persons,"8702",Heading
3921,motor vehicles - for transporting persons,"8703",Heading
3922,motor vehicles - special purpose,"8705",Heading
3923,motor vehicle parts and accessories - axles,"8708",Heading
3924,motor vehicle parts and accessories - bearings,"8482",Heading
3925,motor vehicle parts and accessories - bearings,"8483",Heading
3926,motor vehicle parts and accessories - bodies (including cabs) - complete,"8707",Heading
3927,motor vehicle parts and accessories - bodies (including cabs) - parts,"8708",Heading
3928,motor vehicle parts and accessories - brakes,"8708",Heading
3929,motor vehicle parts and accessories - brake linings - mounted,"8708",Heading
3930,motor vehicle parts and accessories - brake linings - unmounted,"6813",Heading
3931,motor vehicle parts and accessories - chassis - fitted with engines,"8706",Heading
3932,motor vehicle parts and accessories - chassis - without engines,"8708",Heading
3933,motor vehicle parts and accessories - coachwork fittings of plastics,"3926",Heading
3934,motor vehicle parts and accessories - clutches,"8708",Heading
3935,motor vehicle parts and accessories - crankshafts,"8463",Heading
3936,"motor vehicle parts and accessories - door handles and winders, base metal","8302",Heading
3937,motor vehicle parts and accessories - engines and parts thereof - internal combustion,"8407",Heading
3938,motor vehicle parts and accessories - engines and parts thereof - internal combustion,"8408",Heading
3939,motor vehicle parts and accessories - engines and parts thereof - internal combustion,"8409",Heading
3940,motor vehicle parts and accessories - engines and parts thereof - other,"8412",Heading
3941,"motor vehicle parts and accessories - fan belts, rubber","4010",Heading
3942,motor vehicle parts and accessories - filters,"8421",Heading
4047,natural resins,"1301",Heading
3943,motor vehicle parts and accessories - fuel tanks,"8708",Heading
4756,plywood,"4412",Heading
4978,quebracho extract,"3201",Heading
3944,motor vehicle parts and accessories - fuel tanks,"8714",Heading
3945,motor vehicle parts and accessories - gearboxes,"8708",Heading
3946,motor vehicle parts and accessories - gearboxes,"8714",Heading
3947,"motor vehicle parts and accessories - hand tools, base metal","82",Chapter
3948,"motor vehicle parts and accessories - hoses, rubber","4009",Heading
3949,"motor vehicle parts and accessories - jacks, portable","8425",Heading
3950,motor vehicle parts and accessories - locks and keys,"8301",Heading
3951,motor vehicle parts and accessories - pumps,"8413",Heading
3952,motor vehicle parts and accessories - pumps,"8414",Heading
3953,motor vehicle parts and accessories -radiators,"8708",Heading
3954,motor vehicle parts and accessories -radiators,"8714",Heading
3955,"motor vehicle parts and accessories - safety belts, complete","8708",Heading
3956,motor vehicle parts and accessories - seals rubber,"4016",Heading
3957,motor vehicle parts and accessories - seals plastic,"3926",Heading
